Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot50,"Иржан Ресторатор (Vega)",hard,1,Failed,"Underground North","Underground North: Objective #8","1","16:22:34","16:22:37",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #2","2","16:23:42","16:24:53",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #1","1","16:24:59","16:25:02",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Failed,"Underground Utility Room","Underground Utility Room: Objective #1","1","16:25:07","16:25:47",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Failed,"Underground South","Underground South: Objective #1","1","16:25:52","16:26:08",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Failed,"Underground South","Underground South: Objective #2","1","16:26:14","16:26:21",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Completed,"Underground South","Underground South: Objective #3","2","16:26:26","16:27:16",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Completed,"Underground South","Underground South: Objective #4","1","16:27:21","16:27:26",
Bot55,"Боря Котофей (KokaZ93)",hard,1,Failed,"Kyshperski","Kyshperski: Objective #3","1","16:27:31","16:28:09",
Bot59,"Иржан Инвестор (DewardianDev)",hard,1,Failed,"Underground North","Underground North: Objective #8","1","16:27:04","16:27:37",
Bot59,"Иржан Инвестор (DewardianDev)",hard,1,Failed,"Underground North","Underground North: Objective #7","1","16:27:43","16:27:57",
Bot59,"Иржан Инвестор (DewardianDev)",hard,1,Failed,"Underground North","Underground North: Objective #6","1","16:28:02","16:28:12",
Bot59,"Иржан Инвестор (DewardianDev)",hard,1,Completed,"Underground North","Underground North: Objective #5","1","16:28:18","16:29:17",
Bot59,"Иржан Инвестор (DewardianDev)",hard,1,Completed,"Underground North","Underground North: Objective #4","2","16:29:22","16:30:26",
Bot59,"Иржан Инвестор (DewardianDev)",hard,1,Failed,"Underground North","Underground North: Objective #3","1","16:30:31","16:32:40",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","3","16:31:56","16:33:10",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #3","3","16:33:15","16:33:45",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #1","1","16:33:50","16:33:57",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","16:34:02","16:34:09",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank","Tarbank: Objective #1","1","16:34:15","16:34:38",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank","Tarbank: Objective #2","1","16:34:43","16:34:48",
Bot68,"Леня Хохол (Corty)",hard,1,Pending,"Tarbank","Tarbank: Objective #6","1","16:34:53","N/A",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank","Tarbank: Objective #4","1","16:35:16","16:35:27",
Bot68,"Леня Хохол (Corty)",hard,1,Failed,"Tarbank","Tarbank: Objective #5","1","16:35:32","16:35:38",
Bot68,"Леня Хохол (Corty)",hard,1,Completed,"Tarbank","Tarbank: Objective #3","1","16:35:43","16:35:59",
Bot68,"Леня Хохол (Corty)",hard,1,Active,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #5","1","16:36:04","N/A",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #4","3","16:33:27","16:34:29",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #3","3","16:34:34","16:35:11",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #1","1","16:35:16","16:35:23",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank Upstairs","Tarbank Upstairs: Objective #2","1","16:35:28","16:35:35",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank","Tarbank: Objective #1","1","16:35:41","16:36:04",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank","Tarbank: Objective #6","1","16:36:10","16:36:16",
Bot69,"Альберт Сега (Nikita)",normal,1,Failed,"Tarbank","Tarbank: Objective #5","1","16:36:21","16:36:21",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank","Tarbank: Objective #4","1","16:36:26","16:36:37",
Bot69,"Альберт Сега (Nikita)",normal,1,Completed,"Tarbank","Tarbank: Objective #2","1","16:36:43","16:36:51",
Bot69,"Альберт Сега (Nikita)",normal,1,Active,"Tarbank","Tarbank: Objective #3","1","16:36:56","N/A",
