Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot25,"CrocodileJonesy",hard,12,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","19:03:05","19:03:39",
Bot30,"Jeo",hard,15,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","19:06:02","19:06:35",
Bot30,"Jeo",hard,15,Completed,"Mira Avenue Benches","Mira Avenue Benches: Objective #1","1","19:06:41","19:06:53",
Bot30,"Jeo",hard,15,Completed,"Mira Avenue Benches","Mira Avenue Benches: Objective #2","1","19:06:58","19:07:06",
Bot30,"Jeo",hard,15,Completed,"Skyside Hotel","Skyside Hotel: Objective #1","1","19:07:11","19:07:49",
Bot30,"Jeo",hard,15,Completed,"Skyside Hotel","Skyside Hotel: Objective #3","1","19:07:54","19:08:06",
Bot30,"Jeo",hard,15,Completed,"Skyside Hotel","Skyside Hotel: Objective #2","1","19:08:11","19:08:19",
Bot30,"Jeo",hard,15,Completed,"Skyside Hotel","Skyside Hotel: Objective #4","1","19:08:24","19:08:45",
Bot30,"Jeo",hard,15,Failed,"Skyside Hotel","Skyside Hotel: Objective #5","1","19:08:50","19:09:28",
Bot31,"Traveler",easy,2,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","19:06:28","19:10:47",
Bot32,"oroku",hard,4,Active,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","19:06:55","N/A",
Bot36,"RedBeard",hard,10,Completed,"Capital Insight","Capital Insight: Objective #5","5","19:09:03","19:09:50",
Bot36,"RedBeard",hard,10,Completed,"Capital Insight","Capital Insight: Objective #1","1","19:09:56","19:10:13",
Bot36,"RedBeard",hard,10,Completed,"Capital Insight","Capital Insight: Objective #4","4","19:10:18","19:11:13",
Bot36,"RedBeard",hard,10,Completed,"Capital Insight","Capital Insight: Objective #3","1","19:11:18","19:11:36",
Bot36,"RedBeard",hard,10,Completed,"Capital Insight","Capital Insight: Objective #2","1","19:11:41","19:12:03",
Bot36,"RedBeard",hard,10,Active,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","19:12:09","N/A",
Bot37,"Tyrian",hard,2,Active,"Underground North","Underground North: Objective #3","1","19:09:23","N/A",
Bot39,"VIPkiller17",normal,3,Active,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","19:09:58","N/A",
Bot43,"zicoman",easy,20,Active,"Saving the Mole","Item TerraGroup scientist's hard drive","1","19:11:14","N/A",
Bot45,"halik92",easy,26,Pending,"Olive Restaurant","Olive Restaurant: Objective #5","1","19:12:05","N/A",
Bot44,"wara",easy,12,Active,"Kyshperski","Kyshperski: Objective #3","1","19:12:05","N/A",
