Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot36,"Гарри Ловелас (Emil)",normal,1,Active,"Olive Restaurant","Olive Restaurant: Objective #6","1","00:34:16","N/A",
Bot37,"Дэнчик Ветка (Marvin)",hard,1,Completed,"Mira Avenue Benches","Mira Avenue Benches: Objective #1","1","00:34:28","00:34:43",
Bot37,"Дэнчик Ветка (Marvin)",hard,1,Failed,"Mira Avenue Benches","Mira Avenue Benches: Objective #2","1","00:34:48","00:34:58",
Bot38,"Корнил Лебедев",normal,10,Pending,"Capital Insight","Capital Insight: Objective #5","2","00:34:36","N/A",
Bot39,"Егор Резниченко",normal,3,Pending,"Capital Insight","Capital Insight: Objective #5","1","00:34:45","N/A",
Bot40,"Казимир Захаев",normal,10,Pending,"Capital Insight Sniping","Capital Insight Sniping: Objective #1","1","00:34:46","N/A",
Bot41,"Спиридон Матчмейкер (Nathanael)",hard,1,Failed,"Underground Utility Room","Underground Utility Room: Objective #1","1","00:34:56","00:35:27",
Bot41,"Спиридон Матчмейкер (Nathanael)",hard,1,Failed,"Underground Entrance","Underground Entrance: Objective #1","1","00:35:33","00:35:35",
Bot41,"Спиридон Матчмейкер (Nathanael)",hard,1,Failed,"Underground Entrance","Underground Entrance: Objective #2","1","00:35:40","00:35:46",
Bot41,"Спиридон Матчмейкер (Nathanael)",hard,1,Failed,"Underground Entrance","Underground Entrance: Objective #3","1","00:35:51","00:35:57",
Bot41,"Спиридон Матчмейкер (Nathanael)",hard,1,Completed,"Olive Restaurant","Olive Restaurant: Objective #1","1","00:36:02","00:38:54",
Bot41,"Спиридон Матчмейкер (Nathanael)",hard,1,Pending,"Olive Restaurant","Olive Restaurant: Objective #2","2","00:39:00","N/A",
Bot42,"Виктор Стреляный (Numbers)",normal,1,Active,"Tarbank Upstairs","Tarbank Upstairs: Objective #1","1","00:38:57","N/A",
Bot44,"Мирон Елдак (Charles)",normal,1,Active,"Nakatani Tower","Nakatani Tower: Objective #1","1","00:39:21","N/A",
